Account,date,sentiment_bucket,classification,daily_pnl,n_trades,n_wins,avg_trade_size_usd,total_volume_usd,n_long,win_rate,n_short,long_short_ratio,is_profitable_day
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,Greed,Extreme Greed,4493.232479,17,17,2440.6282352941175,41490.68,0,1.0,17,0.0,True
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,Greed,Extreme Greed,1047.030992,39,28,2154.3915384615384,84021.26999999999,10,0.717948717948718,29,0.3448275862068966,True
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,Greed,Extreme Greed,4842.054317,124,80,2194.294758064516,272092.55,43,0.6451612903225806,81,0.5308641975308642,True
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,Greed,Extreme Greed,1693.493165,339,198,1737.369557522124,588968.28,141,0.584070796460177,198,0.7121212121212122,True
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,Greed,Extreme Greed,4221.156399,54,4,2398.331666666667,129509.91,50,0.07407407407407407,4,12.5,True
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,Greed,Greed,0.0,44,0,1519.465681818182,66856.49,44,0.0,0,,False
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,Greed,Greed,6899.2458320000005,56,56,1317.0667857142857,73755.74,0,1.0,56,0.0,True
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,Greed,Greed,0.0,46,0,1602.9452173913044,73735.48,46,0.0,0,,False
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,Greed,Greed,7372.485101,55,55,1474.6896363636365,81107.93000000001,0,1.0,55,0.0,True
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,Greed,Greed,1162.002541,78,25,2094.719358974359,163388.11,53,0.32051282051282054,25,2.12,True
