Account,date,sentiment_bucket,classification,daily_pnl,n_trades,n_wins,avg_trade_size_usd,total_volume_usd,n_long,win_rate,n_short,long_short_ratio,is_profitable_day
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,Fear,Fear,-1400.5515480000001,15,4,661.3813333333333,9920.72,7,0.26666666666666666,8,0.875,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,Fear,Extreme Fear,-5651.552238,48,7,569.6545833333333,27343.420000000002,20,0.14583333333333334,28,0.7142857142857143,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,Fear,Extreme Fear,-6745.027414,42,11,700.9559523809525,29440.15,9,0.2619047619047619,33,0.2727272727272727,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,Fear,Extreme Fear,-3911.273892,56,26,638.1583928571429,35736.87,8,0.4642857142857143,48,0.16666666666666666,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,Fear,Fear,258.032458,21,8,520.317619047619,10926.67,12,0.38095238095238093,9,1.3333333333333333,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,Fear,Fear,608.246567,28,17,378.8592857142857,10608.06,9,0.6071428571428571,19,0.47368421052631576,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,Fear,Fear,3105.920269,41,24,550.1919512195121,22557.87,6,0.5853658536585366,35,0.17142857142857143,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,Neutral,Neutral,490.32631200000003,26,10,601.84,15647.84,16,0.38461538461538464,10,1.6,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,Fear,Fear,263.769257,7,5,377.75428571428574,2644.28,3,0.7142857142857143,4,0.75,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,Fear,Fear,17.022667,11,3,768.989090909091,8458.880000000001,9,0.2727272727272727,2,4.5,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,Fear,Fear,169.67583499999998,29,15,456.538275862069,13239.61,14,0.5172413793103449,15,0.9333333333333333,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,Fear,Fear,64.128219,2,2,375.075,750.15,0,1.0,2,0.0,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,Fear,Fear,12.652267000000005,21,11,580.8100000000001,12197.01,5,0.5238095238095238,16,0.3125,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,Fear,Fear,-2.1503300000000003,12,5,249.97833333333332,2999.74,1,0.4166666666666667,11,0.09090909090909091,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,Neutral,Neutral,-282.266207,14,1,343.8335714285714,4813.67,2,0.07142857142857142,12,0.16666666666666666,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,Greed,Greed,511.720343,45,16,336.54622222222224,15144.58,18,0.35555555555555557,27,0.6666666666666666,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,Greed,Greed,350.896638,24,6,396.0429166666667,9505.03,8,0.25,16,0.5,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,Greed,Greed,0.0,7,0,392.83714285714285,2749.86,3,0.0,4,0.75,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,Greed,Greed,147.607393,18,4,288.9161111111111,5200.49,6,0.2222222222222222,12,0.5,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,Greed,Greed,361.183441,13,9,370.71153846153845,4819.25,7,0.6923076923076923,6,1.1666666666666667,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,Neutral,Neutral,146.420556,9,8,360.80111111111114,3247.21,0,0.8888888888888888,9,0.0,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,Greed,Greed,30.495403,7,1,356.9714285714286,2498.8,1,0.14285714285714285,6,0.16666666666666666,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,Neutral,Neutral,37.385304,7,1,299.0128571428572,2093.09,1,0.14285714285714285,6,0.16666666666666666,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,Greed,Extreme Greed,0.0,1,0,24979.8,24979.8,1,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,Greed,Extreme Greed,7440.638159,89,36,5090.390786516854,453044.78,89,0.4044943820224719,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,Greed,Greed,53635.529649,238,99,9628.82474789916,2291660.29,228,0.41596638655462187,10,22.8,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,Greed,Greed,357.346725,18,9,7190.583333333333,129430.5,18,0.5,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,Greed,Greed,2227.18659,38,25,6536.572105263158,248389.74,38,0.6578947368421053,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,Greed,Greed,0.0,139,0,5040.074460431654,700570.35,139,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,Greed,Greed,35352.95374,96,56,7755.243541666667,744503.38,96,0.5833333333333334,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,Neutral,Neutral,2812.7685,27,27,4195.841481481481,113287.72,27,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,Greed,Greed,927.412681,390,390,830.1821794871795,323771.05,390,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,Greed,Greed,0.0,23,0,6845.160434782609,157438.69,23,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,Greed,Extreme Greed,13963.52,4,4,42850.549999999996,171402.19999999998,4,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,Greed,Extreme Greed,1519.769822,30,20,3916.7593333333334,117502.78,30,0.6666666666666666,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,Greed,Extreme Greed,-2427.873799,43,0,2596.646976744186,111655.81999999999,43,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,Neutral,Neutral,0.0,13,0,1538.4553846153844,19999.92,13,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,Neutral,Neutral,856.4737299999999,41,7,5876.914634146341,240953.5,41,0.17073170731707318,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,Fear,Fear,11271.895074,215,114,5634.781581395349,1211478.04,215,0.5302325581395348,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,Fear,Extreme Fear,22137.551238,50,50,8442.721599999999,422136.07999999996,50,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,Fear,Extreme Fear,503.31943,12,4,8378.118333333334,100537.42,12,0.3333333333333333,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,Fear,Extreme Fear,22299.186495,89,72,14857.899887640451,1322353.09,89,0.8089887640449438,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,Fear,Fear,0.0,19,0,10522.962631578948,199936.29,19,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,Fear,Extreme Fear,0.0,155,0,5549.306774193548,860142.5499999999,155,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,Fear,Fear,5109.859504,15,5,9685.342,145280.13,15,0.3333333333333333,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,Fear,Fear,0.0,57,0,1755.7517543859651,100077.85,57,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,Fear,Extreme Fear,0.08712,114,1,5590.744561403509,637344.88,114,0.008771929824561403,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,Fear,Extreme Fear,0.0,84,0,3216.501666666667,270186.14,84,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,Neutral,Neutral,0.0,15,0,4349.66,65244.9,15,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,Neutral,Neutral,4839.59228,195,151,3233.520923076923,630536.58,195,0.7743589743589744,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,Fear,Fear,0.0,17,0,1470.5794117647058,24999.85,17,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,Fear,Fear,4350.379248,53,53,1308.6299999999999,69357.39,53,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,Fear,Fear,2897.148962,76,26,3986.6614473684212,302986.27,76,0.34210526315789475,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,Neutral,Neutral,48946.705539,185,185,6360.884432432433,1176763.62,185,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,Neutral,Neutral,30531.101000000002,50,50,12797.315200000001,639865.76,50,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,Neutral,Neutral,9261.449882,140,85,4924.3603571428575,689410.4500000001,140,0.6071428571428571,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,Fear,Fear,314.6728,23,3,15232.22,350341.06,23,0.13043478260869565,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,Fear,Fear,5362.529222,21,21,12161.259047619047,255386.44,21,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,Fear,Fear,4750.8109939999995,47,26,9463.05744680851,444763.7,47,0.5531914893617021,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,Fear,Fear,444.205198,16,10,37473.885625,599582.17,0,0.625,16,0.0,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,Fear,Fear,0.0,60,0,16666.611,999996.66,60,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,Fear,Fear,0.0,51,0,8264.040980392158,421466.09,51,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,Fear,Fear,31134.240601999998,102,102,5175.765784313725,527928.11,102,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,Fear,Fear,0.0,103,0,5508.490970873787,567374.5700000001,103,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,Fear,Extreme Fear,13642.628143,189,40,7781.819788359788,1470763.94,189,0.21164021164021163,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,Fear,Extreme Fear,221.0,3,1,52275.0,156825.0,0,0.3333333333333333,3,0.0,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,Fear,Extreme Fear,107892.62706,290,137,17935.84644827586,5201395.47,278,0.4724137931034483,12,23.166666666666668,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,Fear,Fear,84856.33534,222,80,26118.342432432433,5798272.0200000005,222,0.36036036036036034,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,Fear,Fear,122461.112004,74,74,24390.13621621622,1804870.08,74,1.0,0,,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,Fear,Fear,0.0,68,0,16878.26676470588,1147722.14,0,0.0,68,0.0,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,Fear,Fear,21531.8321,76,56,26925.528815789472,2046340.19,11,0.7368421052631579,65,0.16923076923076924,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,Fear,Fear,0.0,51,0,3354.117450980392,171059.99,0,0.0,51,0.0,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,Fear,Fear,3088.0,1,1,166444.0,166444.0,0,1.0,1,0.0,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,Fear,Fear,-110.0,6,0,28273.666666666668,169642.0,0,0.0,6,0.0,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,Fear,Fear,-681.29819,23,0,30543.59565217391,702502.7,23,0.0,0,,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,Neutral,Neutral,132.0,6,1,15215.498333333335,91292.99,0,0.16666666666666666,6,0.0,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,Greed,Greed,2875.230157,121,30,6709.732727272728,811877.66,0,0.24793388429752067,121,0.0,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,Greed,Greed,459.24741,23,22,4407.6721739130435,101376.46,0,0.9565217391304348,23,0.0,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,Greed,Greed,0.0,3,0,63142.666666666664,189428.0,0,0.0,3,0.0,False
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,Greed,Greed,47.876234000000004,41,41,6897.073170731707,282780.0,0,1.0,41,0.0,True
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,Greed,Greed,510.0,5,4,75258.0,376290.0,0,0.8,5,0.0,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,Greed,Extreme Greed,0.0,7,0,857.2571428571428,6000.799999999999,7,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,Greed,Extreme Greed,65.480454,1,1,6066.28,6066.28,1,1.0,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,Greed,Extreme Greed,338.42832,8,1,3292.47625,26339.81,8,0.125,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,Greed,Extreme Greed,228.57984,6,1,4537.276666666667,27223.66,6,0.16666666666666666,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,Greed,Extreme Greed,429.683075,14,4,6218.810714285714,87063.35,14,0.2857142857142857,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,Greed,Extreme Greed,0.0,12,0,2833.491666666667,34001.9,12,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,Greed,Extreme Greed,0.0,4,0,2266.8775,9067.51,4,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,Greed,Extreme Greed,0.0,1,0,9744.18,9744.18,1,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,Greed,Extreme Greed,1302.916428,7,6,8159.4742857142855,57116.32,6,0.8571428571428571,1,6.0,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,Greed,Extreme Greed,20.599193,7,1,3426.62,23986.34,5,0.14285714285714285,2,2.5,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,Greed,Extreme Greed,189.192,27,12,3224.6703703703706,87066.1,18,0.4444444444444444,9,2.0,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,Greed,Extreme Greed,0.0,3,0,6671.296666666666,20013.89,3,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,Greed,Extreme Greed,883.097404,15,6,5794.291333333333,86914.37,15,0.4,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,Greed,Extreme Greed,912.786145,13,10,3070.2276923076925,39912.96,10,0.7692307692307693,3,3.3333333333333335,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,Greed,Extreme Greed,0.840939,29,2,4654.808275862069,134989.44,23,0.06896551724137931,6,3.8333333333333335,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,Greed,Extreme Greed,883.760812,37,12,6072.016756756757,224664.62,12,0.32432432432432434,25,0.48,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,Greed,Greed,0.0,32,0,2999.6165625,95987.73,0,0.0,32,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,Greed,Extreme Greed,4444.4983010000005,10,7,17253.157,172531.56999999998,3,0.7,7,0.42857142857142855,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,Greed,Extreme Greed,236.33513399999998,16,4,4263.979375,68223.67,4,0.25,12,0.3333333333333333,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,Greed,Extreme Greed,0.0,23,0,2173.397391304348,49988.14,0,0.0,23,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,Greed,Extreme Greed,0.0,28,0,5827.370357142857,163166.37,0,0.0,28,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,Greed,Extreme Greed,0.0,3,0,19021.280000000002,57063.840000000004,0,0.0,3,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,Greed,Extreme Greed,5207.443414,41,36,8578.926097560974,351735.97,6,0.8780487804878049,35,0.17142857142857143,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,Greed,Extreme Greed,389.743164,16,2,4775.06,76400.96,16,0.125,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,Greed,Extreme Greed,0.0,21,0,7138.52761904762,149909.08000000002,21,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,Greed,Greed,0.0,18,0,8677.150000000001,156188.7,18,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,Greed,Greed,-36565.98544,64,3,9199.4678125,588765.94,64,0.046875,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,Greed,Greed,0.0,3,0,16671.31666666667,50013.950000000004,3,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,Greed,Greed,1946.4454620000001,35,27,9635.940571428573,337257.92000000004,32,0.7714285714285715,3,10.666666666666666,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,Greed,Greed,0.0,2,0,5999.795,11999.59,0,0.0,2,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,Greed,Greed,0.0,9,0,5332.623333333333,47993.61,0,0.0,9,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,Greed,Greed,759.2148159999999,54,31,3567.7494444444446,192658.47,34,0.5740740740740741,20,1.7,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,Greed,Greed,279.185907,20,6,7063.762,141275.24,20,0.3,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,Greed,Greed,0.0,6,0,11496.523333333333,68979.14,6,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,Greed,Greed,4281.488139,27,19,5713.498888888889,154264.47,19,0.7037037037037037,8,2.375,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,Greed,Greed,0.0,8,0,3374.92625,26999.41,0,0.0,8,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,Greed,Greed,526.9338359999999,31,17,3370.167419354839,104475.19,7,0.5483870967741935,24,0.2916666666666667,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,Greed,Greed,0.0,24,0,5209.114583333333,125018.75,24,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,Neutral,Neutral,0.0,14,0,6216.103571428571,87025.45,14,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,Neutral,Neutral,5319.861625,23,16,12059.708260869564,277373.29,16,0.6956521739130435,7,2.2857142857142856,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,Greed,Greed,0.0,6,0,8999.890000000001,53999.340000000004,0,0.0,6,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,Greed,Greed,0.0,4,0,5996.512500000001,23986.050000000003,0,0.0,4,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,Greed,Greed,968.59038,9,4,22890.714444444442,206016.43,4,0.4444444444444444,5,0.8,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,Greed,Greed,656.21704,10,7,9890.126,98901.26000000001,5,0.7,5,1.0,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,Greed,Greed,0.0,10,0,6583.419,65834.19,10,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,Greed,Greed,1147.595856,25,11,8679.6232,216990.58,20,0.44,5,4.0,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,Greed,Greed,2101.741695,22,6,7131.0,156882.0,10,0.2727272727272727,12,0.8333333333333334,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,Neutral,Neutral,251.604742,9,9,7027.661111111111,63248.95,9,1.0,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,Greed,Greed,0.0,10,0,4500.464,45004.64,10,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,Greed,Greed,2136.853859,25,10,7525.7636,188144.09,15,0.4,10,1.5,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,Greed,Greed,1150.5233050000002,23,4,6341.452173913043,145853.4,19,0.17391304347826086,4,4.75,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,Greed,Greed,948.970582,36,17,6525.626944444444,234922.57,24,0.4722222222222222,12,2.0,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,Greed,Greed,214.5898,24,5,6615.870416666668,158780.89,9,0.20833333333333334,15,0.6,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,Greed,Greed,3522.3946610000003,25,16,5052.1256,126303.14,9,0.64,16,0.5625,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,Greed,Greed,0.0,8,0,3749.76125,29998.09,8,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,Greed,Greed,0.0,7,0,4714.771428571429,33003.4,7,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,Greed,Extreme Greed,6017.309216,53,7,9096.75358490566,482127.94,18,0.1320754716981132,35,0.5142857142857142,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,Greed,Extreme Greed,0.0,6,0,7499.215,44995.29,0,0.0,6,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,Greed,Extreme Greed,7329.223137999999,52,30,15114.859615384614,785972.7,9,0.5769230769230769,43,0.20930232558139536,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,Greed,Greed,0.0,7,0,6428.95,45002.65,7,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,Greed,Extreme Greed,0.0,5,0,4199.992,20999.96,5,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,Greed,Greed,0.0,4,0,6000.075,24000.3,4,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,Greed,Greed,0.0,21,0,13143.021904761907,276003.46,21,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,Greed,Greed,0.0,16,0,6124.31,97988.96,16,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,Greed,Greed,2084.433906,38,29,15581.516578947369,592097.63,38,0.7631578947368421,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,Greed,Greed,1268.7590360000002,14,4,18035.112857142856,252491.58,11,0.2857142857142857,3,3.6666666666666665,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,Greed,Greed,0.0,7,0,8999.745714285715,62998.22,7,0.0,0,,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,Greed,Greed,2053.973644,17,17,11180.089411764706,190061.52,17,1.0,0,,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,Greed,Greed,0.0,4,0,7499.34,29997.36,0,0.0,4,0.0,False
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,Greed,Greed,773.5582039999999,11,3,6746.9345454545455,74216.28,8,0.2727272727272727,3,2.6666666666666665,True
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,Neutral,Neutral,0.0,3,0,6000.07,18000.21,3,0.0,0,,False
